Gebietseinheit,Aufenthaltstitel,GeoCode,Value
Hildesheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03254,145
Holzminden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03255,20
Nienburg (Weser),Dringende persönliche o. humanitäre Gründe Härtefälle,K03256,55
Schaumburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03257,100
Statistische Region Hannover,Dringende persönliche o. humanitäre Gründe Härtefälle,K032,1330
Celle,Dringende persönliche o. humanitäre Gründe Härtefälle,K03351,150
Cuxhaven,Dringende persönliche o. humanitäre Gründe Härtefälle,K03352,110
Harburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03353,60
Lüchow-Dannenberg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03354,30
Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03355,60
Osterholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03356,45
Rotenburg (Wümme),Dringende persönliche o. humanitäre Gründe Härtefälle,K03357,95
Heidekreis,Dringende persönliche o. humanitäre Gründe Härtefälle,K03358,85
Stade,Dringende persönliche o. humanitäre Gründe Härtefälle,K03359,50
Uelzen,Dringende persönliche o. humanitäre Gründe Härtefälle,K03360,20
Verden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03361,80
Statistische Region Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K033,780
Delmenhorst.Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03401,135
Emden Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03402,50
Oldenburg (Oldb) Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03403,50
Osnabrück Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03404,65
Wilhelmshaven Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03405,35
Ammerland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03451,30
Aurich,Dringende persönliche o. humanitäre Gründe Härtefälle,K03452,115
Cloppenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03453,35
Emsland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03454,115
Friesland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03455,50
Grafschaft Bentheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03456,80
Leer,Dringende persönliche o. humanitäre Gründe Härtefälle,K03457,20
Oldenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03458,25
Osnabrück,Dringende persönliche o. humanitäre Gründe Härtefälle,K03459,55
Vechta,Dringende persönliche o. humanitäre Gründe Härtefälle,K03460,60
Wesermarsch,Dringende persönliche o. humanitäre Gründe Härtefälle,K03461,10
Wittmund,Dringende persönliche o. humanitäre Gründe Härtefälle,K03462,5
Statistische Region Weser-Ems,Dringende persönliche o. humanitäre Gründe Härtefälle,K034,940
Niedersachsen,Dringende persönliche o. humanitäre Gründe Härtefälle,K030,3670
Braunschweig Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03101,55
Salzgitter Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03102,80
Wolfsburg Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03103,65
Gifhorn,Dringende persönliche o. humanitäre Gründe Härtefälle,K03151,80
Göttingen,Dringende persönliche o. humanitäre Gründe Härtefälle,K03159,50
Goslar,Dringende persönliche o. humanitäre Gründe Härtefälle,K03153,25
Helmstedt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03154,125
Northeim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03155,95
Peine,Dringende persönliche o. humanitäre Gründe Härtefälle,K03157,20
Wolfenbüttel,Dringende persönliche o. humanitäre Gründe Härtefälle,K03158,65
Statistische Region Braunschweig,Dringende persönliche o. humanitäre Gründe Härtefälle,K031,660
Hannover Region,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241,760
Hannover Landeshauptstadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241001,395
Diepholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03251,120
Hameln-Pyrmont,Dringende persönliche o. humanitäre Gründe Härtefälle,K03252,125
Hildesheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03254,115
Holzminden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03255,15
Nienburg (Weser),Dringende persönliche o. humanitäre Gründe Härtefälle,K03256,55
Schaumburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03257,95
Statistische Region Hannover,Dringende persönliche o. humanitäre Gründe Härtefälle,K032,1285
Celle,Dringende persönliche o. humanitäre Gründe Härtefälle,K03351,160
Cuxhaven,Dringende persönliche o. humanitäre Gründe Härtefälle,K03352,110
Harburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03353,50
Lüchow-Dannenberg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03354,35
Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03355,65
Osterholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03356,35
Rotenburg (Wümme),Dringende persönliche o. humanitäre Gründe Härtefälle,K03357,95
Heidekreis,Dringende persönliche o. humanitäre Gründe Härtefälle,K03358,105
Stade,Dringende persönliche o. humanitäre Gründe Härtefälle,K03359,55
Uelzen,Dringende persönliche o. humanitäre Gründe Härtefälle,K03360,20
Verden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03361,80
Statistische Region Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K033,815
Delmenhorst.Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03401,135
Emden Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03402,60
Oldenburg (Oldb) Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03403,55
Osnabrück Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03404,65
Wilhelmshaven Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03405,55
Ammerland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03451,40
Aurich,Dringende persönliche o. humanitäre Gründe Härtefälle,K03452,135
Cloppenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03453,35
Emsland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03454,95
Friesland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03455,45
Grafschaft Bentheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03456,75
Leer,Dringende persönliche o. humanitäre Gründe Härtefälle,K03457,20
Oldenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03458,25
Osnabrück,Dringende persönliche o. humanitäre Gründe Härtefälle,K03459,55
Vechta,Dringende persönliche o. humanitäre Gründe Härtefälle,K03460,55
Wesermarsch,Dringende persönliche o. humanitäre Gründe Härtefälle,K03461,5
Wittmund,Dringende persönliche o. humanitäre Gründe Härtefälle,K03462,5
Statistische Region Weser-Ems,Dringende persönliche o. humanitäre Gründe Härtefälle,K034,955
Niedersachsen,Dringende persönliche o. humanitäre Gründe Härtefälle,K030,3715
Braunschweig Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03101,50
Salzgitter Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03102,75
Wolfsburg Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03103,75
Gifhorn,Dringende persönliche o. humanitäre Gründe Härtefälle,K03151,85
Göttingen,Dringende persönliche o. humanitäre Gründe Härtefälle,K03159,45
Goslar,Dringende persönliche o. humanitäre Gründe Härtefälle,K03153,20
Helmstedt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03154,120
Northeim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03155,90
Peine,Dringende persönliche o. humanitäre Gründe Härtefälle,K03157,10
Wolfenbüttel,Dringende persönliche o. humanitäre Gründe Härtefälle,K03158,60
Statistische Region Braunschweig,Dringende persönliche o. humanitäre Gründe Härtefälle,K031,635
Hannover Region,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241,725
Hannover Landeshauptstadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241001,360
Diepholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03251,135
Hameln-Pyrmont,Dringende persönliche o. humanitäre Gründe Härtefälle,K03252,115
Hildesheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03254,125
Holzminden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03255,15
Nienburg (Weser),Dringende persönliche o. humanitäre Gründe Härtefälle,K03256,65
Schaumburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03257,90
Statistische Region Hannover,Dringende persönliche o. humanitäre Gründe Härtefälle,K032,1270
Celle,Dringende persönliche o. humanitäre Gründe Härtefälle,K03351,165
Cuxhaven,Dringende persönliche o. humanitäre Gründe Härtefälle,K03352,105
Harburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03353,60
Lüchow-Dannenberg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03354,25
Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03355,60
Osterholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03356,25
Rotenburg (Wümme),Dringende persönliche o. humanitäre Gründe Härtefälle,K03357,80
Heidekreis,Dringende persönliche o. humanitäre Gründe Härtefälle,K03358,140
Stade,Dringende persönliche o. humanitäre Gründe Härtefälle,K03359,45
Uelzen,Dringende persönliche o. humanitäre Gründe Härtefälle,K03360,35
Verden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03361,85
Statistische Region Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K033,820
Delmenhorst.Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03401,135
Emden Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03402,65
Oldenburg (Oldb) Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03403,50
Osnabrück Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03404,60
Wilhelmshaven Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03405,50
Ammerland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03451,40
Aurich,Dringende persönliche o. humanitäre Gründe Härtefälle,K03452,150
Cloppenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03453,40
Emsland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03454,95
Friesland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03455,45
Grafschaft Bentheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03456,50
Leer,Dringende persönliche o. humanitäre Gründe Härtefälle,K03457,30
Oldenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03458,30
Osnabrück,Dringende persönliche o. humanitäre Gründe Härtefälle,K03459,55
Vechta,Dringende persönliche o. humanitäre Gründe Härtefälle,K03460,45
Wesermarsch,Dringende persönliche o. humanitäre Gründe Härtefälle,K03461,5
Wittmund,Dringende persönliche o. humanitäre Gründe Härtefälle,K03462,5
Statistische Region Weser-Ems,Dringende persönliche o. humanitäre Gründe Härtefälle,K034,950
Niedersachsen,Dringende persönliche o. humanitäre Gründe Härtefälle,K030,3670
Braunschweig Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03101,65
Salzgitter Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03102,80
Wolfsburg Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03103,85
Gifhorn,Dringende persönliche o. humanitäre Gründe Härtefälle,K03151,75
Goslar,Dringende persönliche o. humanitäre Gründe Härtefälle,K03153,20
Helmstedt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03154,135
Northeim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03155,85
Peine,Dringende persönliche o. humanitäre Gründe Härtefälle,K03157,10
Wolfenbüttel,Dringende persönliche o. humanitäre Gründe Härtefälle,K03158,65
Statistische Region Braunschweig,Dringende persönliche o. humanitäre Gründe Härtefälle,K031,665
Hannover Region,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241,705
Hannover Landeshauptstadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241001,355
Diepholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03251,125
Hameln-Pyrmont,Dringende persönliche o. humanitäre Gründe Härtefälle,K03252,125
Hildesheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03254,115
Holzminden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03255,15
Nienburg (Weser),Dringende persönliche o. humanitäre Gründe Härtefälle,K03256,65
Schaumburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03257,80
Statistische Region Hannover,Dringende persönliche o. humanitäre Gründe Härtefälle,K032,1230
Celle,Dringende persönliche o. humanitäre Gründe Härtefälle,K03351,160
Cuxhaven,Dringende persönliche o. humanitäre Gründe Härtefälle,K03352,120
Harburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03353,75
Lüchow-Dannenberg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03354,20
Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03355,65
Osterholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03356,15
Rotenburg (Wümme),Dringende persönliche o. humanitäre Gründe Härtefälle,K03357,70
Heidekreis,Dringende persönliche o. humanitäre Gründe Härtefälle,K03358,165
Stade,Dringende persönliche o. humanitäre Gründe Härtefälle,K03359,45
Uelzen,Dringende persönliche o. humanitäre Gründe Härtefälle,K03360,20
Verden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03361,85
Statistische Region Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K033,840
Delmenhorst.Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03401,145
Emden Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03402,70
Oldenburg (Oldb) Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03403,60
Osnabrück Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03404,50
Wilhelmshaven Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03405,55
Ammerland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03451,30
Aurich,Dringende persönliche o. humanitäre Gründe Härtefälle,K03452,150
Cloppenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03453,40
Emsland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03454,90
Friesland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03455,45
Grafschaft Bentheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03456,55
Leer,Dringende persönliche o. humanitäre Gründe Härtefälle,K03457,30
Oldenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03458,35
Osnabrück,Dringende persönliche o. humanitäre Gründe Härtefälle,K03459,50
Vechta,Dringende persönliche o. humanitäre Gründe Härtefälle,K03460,30
Wesermarsch,Dringende persönliche o. humanitäre Gründe Härtefälle,K03461,5
Wittmund,Dringende persönliche o. humanitäre Gründe Härtefälle,K03462,5
Statistische Region Weser-Ems,Dringende persönliche o. humanitäre Gründe Härtefälle,K034,945
Niedersachsen,Dringende persönliche o. humanitäre Gründe Härtefälle,K030,3680
Braunschweig Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03101,51
Salzgitter Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03102,70
Wolfsburg Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03103,77
Gifhorn,Dringende persönliche o. humanitäre Gründe Härtefälle,K03151,80
Goslar,Dringende persönliche o. humanitäre Gründe Härtefälle,K03153,42
Helmstedt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03154,19
Northeim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03155,133
Peine,Dringende persönliche o. humanitäre Gründe Härtefälle,K03157,81
Wolfenbüttel,Dringende persönliche o. humanitäre Gründe Härtefälle,K03158,9
Statistische Region Braunschweig,Dringende persönliche o. humanitäre Gründe Härtefälle,K031,620
Hannover Region,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241,705
Hannover Landeshauptstadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03241001,332
Diepholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03251,125
Hameln-Pyrmont,Dringende persönliche o. humanitäre Gründe Härtefälle,K03252,115
Hildesheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03254,120
Holzminden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03255,19
Nienburg (Weser),Dringende persönliche o. humanitäre Gründe Härtefälle,K03256,61
Schaumburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03257,78
Statistische Region Hannover,Dringende persönliche o. humanitäre Gründe Härtefälle,K032,1223
Celle,Dringende persönliche o. humanitäre Gründe Härtefälle,K03351,150
Cuxhaven,Dringende persönliche o. humanitäre Gründe Härtefälle,K03352,120
Harburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03353,85
Lüchow-Dannenberg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03354,16
Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03355,72
Osterholz,Dringende persönliche o. humanitäre Gründe Härtefälle,K03356,14
Rotenburg (Wümme),Dringende persönliche o. humanitäre Gründe Härtefälle,K03357,86
Heidekreis,Dringende persönliche o. humanitäre Gründe Härtefälle,K03358,97
Stade,Dringende persönliche o. humanitäre Gründe Härtefälle,K03359,45
Uelzen,Dringende persönliche o. humanitäre Gründe Härtefälle,K03360,24
Verden,Dringende persönliche o. humanitäre Gründe Härtefälle,K03361,103
Statistische Region Lüneburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K033,812
Delmenhorst.Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03401,146
Emden Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03402,45
Oldenburg (Oldb) Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03403,50
Osnabrück Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03404,53
Wilhelmshaven Stadt,Dringende persönliche o. humanitäre Gründe Härtefälle,K03405,52
Ammerland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03451,34
Aurich,Dringende persönliche o. humanitäre Gründe Härtefälle,K03452,165
Cloppenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03453,52
Emsland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03454,97
Friesland,Dringende persönliche o. humanitäre Gründe Härtefälle,K03455,57
Grafschaft Bentheim,Dringende persönliche o. humanitäre Gründe Härtefälle,K03456,52
Leer,Dringende persönliche o. humanitäre Gründe Härtefälle,K03457,27
Oldenburg,Dringende persönliche o. humanitäre Gründe Härtefälle,K03458,32
Osnabrück,Dringende persönliche o. humanitäre Gründe Härtefälle,K03459,59
Vechta,Dringende persönliche o. humanitäre Gründe Härtefälle,K03460,31
Wesermarsch,Dringende persönliche o. humanitäre Gründe Härtefälle,K03461,5
Wittmund,Dringende persönliche o. humanitäre Gründe Härtefälle,K03462,4
Statistische Region Weser-Ems,Dringende persönliche o. humanitäre Gründe Härtefälle,K034,961
Niedersachsen,Dringende persönliche o. humanitäre Gründe Härtefälle,K030,3616
Braunschweig Stadt,Aufenthaltsgestattung zum Asylverfahren,K03101,1585
Salzgitter Stadt,Aufenthaltsgestattung zum Asylverfahren,K03102,255
Wolfsburg Stadt,Aufenthaltsgestattung zum Asylverfahren,K03103,505
Gifhorn,Aufenthaltsgestattung zum Asylverfahren,K03151,815
Goslar,Aufenthaltsgestattung zum Asylverfahren,K03153,260
Helmstedt,Aufenthaltsgestattung zum Asylverfahren,K03154,245
Northeim,Aufenthaltsgestattung zum Asylverfahren,K03155,355
Peine,Aufenthaltsgestattung zum Asylverfahren,K03157,380
Wolfenbüttel,Aufenthaltsgestattung zum Asylverfahren,K03158,310
Göttingen,Aufenthaltsgestattung zum Asylverfahren,K03159,1040
Statistische Region Braunschweig,Aufenthaltsgestattung zum Asylverfahren,K031,5750
Hannover Region,Aufenthaltsgestattung zum Asylverfahren,K03241,3905
Hannover Landeshauptstadt,Aufenthaltsgestattung zum Asylverfahren,K03241001,1820
Diepholz,Aufenthaltsgestattung zum Asylverfahren,K03251,935
Hameln-Pyrmont,Aufenthaltsgestattung zum Asylverfahren,K03252,460
Hildesheim,Aufenthaltsgestattung zum Asylverfahren,K03254,1000
Holzminden,Aufenthaltsgestattung zum Asylverfahren,K03255,230
Nienburg (Weser),Aufenthaltsgestattung zum Asylverfahren,K03256,415
Schaumburg,Aufenthaltsgestattung zum Asylverfahren,K03257,715
Statistische Region Hannover,Aufenthaltsgestattung zum Asylverfahren,K032,7660
Celle,Aufenthaltsgestattung zum Asylverfahren,K03351,325
Cuxhaven,Aufenthaltsgestattung zum Asylverfahren,K03352,525
Harburg,Aufenthaltsgestattung zum Asylverfahren,K03353,835
Lüchow-Dannenberg,Aufenthaltsgestattung zum Asylverfahren,K03354,120
Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K03355,425
Osterholz,Aufenthaltsgestattung zum Asylverfahren,K03356,275
Rotenburg (Wümme),Aufenthaltsgestattung zum Asylverfahren,K03357,580
Heidekreis,Aufenthaltsgestattung zum Asylverfahren,K03358,495
Stade,Aufenthaltsgestattung zum Asylverfahren,K03359,910
Uelzen,Aufenthaltsgestattung zum Asylverfahren,K03360,180
Verden,Aufenthaltsgestattung zum Asylverfahren,K03361,565
Statistische Region Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K033,5235
Delmenhorst.Stadt,Aufenthaltsgestattung zum Asylverfahren,K03401,265
Emden Stadt,Aufenthaltsgestattung zum Asylverfahren,K03402,145
Oldenburg (Oldb) Stadt,Aufenthaltsgestattung zum Asylverfahren,K03403,440
Osnabrück Stadt,Aufenthaltsgestattung zum Asylverfahren,K03404,810
Wilhelmshaven Stadt,Aufenthaltsgestattung zum Asylverfahren,K03405,150
Ammerland,Aufenthaltsgestattung zum Asylverfahren,K03451,570
Aurich,Aufenthaltsgestattung zum Asylverfahren,K03452,485
Cloppenburg,Aufenthaltsgestattung zum Asylverfahren,K03453,455
Emsland,Aufenthaltsgestattung zum Asylverfahren,K03454,885
Friesland,Aufenthaltsgestattung zum Asylverfahren,K03455,325
Grafschaft Bentheim,Aufenthaltsgestattung zum Asylverfahren,K03456,400
Leer,Aufenthaltsgestattung zum Asylverfahren,K03457,800
Oldenburg,Aufenthaltsgestattung zum Asylverfahren,K03458,260
Osnabrück,Aufenthaltsgestattung zum Asylverfahren,K03459,1215
Vechta,Aufenthaltsgestattung zum Asylverfahren,K03460,300
Wesermarsch,Aufenthaltsgestattung zum Asylverfahren,K03461,345
Wittmund,Aufenthaltsgestattung zum Asylverfahren,K03462,205
Statistische Region Weser-Ems,Aufenthaltsgestattung zum Asylverfahren,K034,8055
Niedersachsen,Aufenthaltsgestattung zum Asylverfahren,K030,26695
Braunschweig Stadt,Aufenthaltsgestattung zum Asylverfahren,K03101,1015
Salzgitter Stadt,Aufenthaltsgestattung zum Asylverfahren,K03102,335
Wolfsburg Stadt,Aufenthaltsgestattung zum Asylverfahren,K03103,505
Gifhorn,Aufenthaltsgestattung zum Asylverfahren,K03151,890
Göttingen,Aufenthaltsgestattung zum Asylverfahren,K03159,360
Goslar,Aufenthaltsgestattung zum Asylverfahren,K03153,280
Helmstedt,Aufenthaltsgestattung zum Asylverfahren,K03154,390
Northeim,Aufenthaltsgestattung zum Asylverfahren,K03155,445
Peine,Aufenthaltsgestattung zum Asylverfahren,K03157,430
Wolfenbüttel,Aufenthaltsgestattung zum Asylverfahren,K03158,1305
Statistische Region Braunschweig,Aufenthaltsgestattung zum Asylverfahren,K031,5950
Hannover Region,Aufenthaltsgestattung zum Asylverfahren,K03241,3975
Hannover Landeshauptstadt,Aufenthaltsgestattung zum Asylverfahren,K03241001,1850
Diepholz,Aufenthaltsgestattung zum Asylverfahren,K03251,1050
Hameln-Pyrmont,Aufenthaltsgestattung zum Asylverfahren,K03252,540
Hildesheim,Aufenthaltsgestattung zum Asylverfahren,K03254,1090
Holzminden,Aufenthaltsgestattung zum Asylverfahren,K03255,320
Nienburg (Weser),Aufenthaltsgestattung zum Asylverfahren,K03256,445
Schaumburg,Aufenthaltsgestattung zum Asylverfahren,K03257,810
Statistische Region Hannover,Aufenthaltsgestattung zum Asylverfahren,K032,8230
Celle,Aufenthaltsgestattung zum Asylverfahren,K03351,510
Cuxhaven,Aufenthaltsgestattung zum Asylverfahren,K03352,600
Harburg,Aufenthaltsgestattung zum Asylverfahren,K03353,935
Lüchow-Dannenberg,Aufenthaltsgestattung zum Asylverfahren,K03354,115
Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K03355,535
Osterholz,Aufenthaltsgestattung zum Asylverfahren,K03356,275
Rotenburg (Wümme),Aufenthaltsgestattung zum Asylverfahren,K03357,600
Heidekreis,Aufenthaltsgestattung zum Asylverfahren,K03358,335
Stade,Aufenthaltsgestattung zum Asylverfahren,K03359,895
Uelzen,Aufenthaltsgestattung zum Asylverfahren,K03360,200
Verden,Aufenthaltsgestattung zum Asylverfahren,K03361,615
Statistische Region Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K033,5615
Delmenhorst.Stadt,Aufenthaltsgestattung zum Asylverfahren,K03401,305
Emden Stadt,Aufenthaltsgestattung zum Asylverfahren,K03402,185
Oldenburg (Oldb) Stadt,Aufenthaltsgestattung zum Asylverfahren,K03403,515
Osnabrück Stadt,Aufenthaltsgestattung zum Asylverfahren,K03404,640
Wilhelmshaven Stadt,Aufenthaltsgestattung zum Asylverfahren,K03405,170
Ammerland,Aufenthaltsgestattung zum Asylverfahren,K03451,545
Aurich,Aufenthaltsgestattung zum Asylverfahren,K03452,555
Cloppenburg,Aufenthaltsgestattung zum Asylverfahren,K03453,475
Emsland,Aufenthaltsgestattung zum Asylverfahren,K03454,910
Friesland,Aufenthaltsgestattung zum Asylverfahren,K03455,270
Grafschaft Bentheim,Aufenthaltsgestattung zum Asylverfahren,K03456,405
Leer,Aufenthaltsgestattung zum Asylverfahren,K03457,755
Oldenburg,Aufenthaltsgestattung zum Asylverfahren,K03458,320
Osnabrück,Aufenthaltsgestattung zum Asylverfahren,K03459,1125
Vechta,Aufenthaltsgestattung zum Asylverfahren,K03460,285
Wesermarsch,Aufenthaltsgestattung zum Asylverfahren,K03461,395
Wittmund,Aufenthaltsgestattung zum Asylverfahren,K03462,175
Statistische Region Weser-Ems,Aufenthaltsgestattung zum Asylverfahren,K034,8025
Niedersachsen,Aufenthaltsgestattung zum Asylverfahren,K030,27825
Braunschweig Stadt,Aufenthaltsgestattung zum Asylverfahren,K03101,925
Salzgitter Stadt,Aufenthaltsgestattung zum Asylverfahren,K03102,500
Wolfsburg Stadt,Aufenthaltsgestattung zum Asylverfahren,K03103,445
Gifhorn,Aufenthaltsgestattung zum Asylverfahren,K03151,885
Göttingen,Aufenthaltsgestattung zum Asylverfahren,K03159,500
Goslar,Aufenthaltsgestattung zum Asylverfahren,K03153,425
Helmstedt,Aufenthaltsgestattung zum Asylverfahren,K03154,480
Northeim,Aufenthaltsgestattung zum Asylverfahren,K03155,400
Peine,Aufenthaltsgestattung zum Asylverfahren,K03157,485
Wolfenbüttel,Aufenthaltsgestattung zum Asylverfahren,K03158,1635
Statistische Region Braunschweig,Aufenthaltsgestattung zum Asylverfahren,K031,6680
Hannover Region,Aufenthaltsgestattung zum Asylverfahren,K03241,3960
Hannover Landeshauptstadt,Aufenthaltsgestattung zum Asylverfahren,K03241001,1665
Diepholz,Aufenthaltsgestattung zum Asylverfahren,K03251,1060
Hameln-Pyrmont,Aufenthaltsgestattung zum Asylverfahren,K03252,620
Hildesheim,Aufenthaltsgestattung zum Asylverfahren,K03254,1140
Holzminden,Aufenthaltsgestattung zum Asylverfahren,K03255,380
Nienburg (Weser),Aufenthaltsgestattung zum Asylverfahren,K03256,520
